trip_id,road_segments
770,"100087,100087,100085,100085,100085,100080,100080,1043,678,678,678,678,10661,119674,119682,119682,119682,10622,10622,1511,1511,1290,1290,1290,1290,1290,1292,1292,108411,108411,108455,108455"
771,"110343,105550,105550,26428,26328,26328,26923,26978,26978,26871,26913,26731,26746,26746,26746,26746,26746,26746,26746,26746,26746,26746,26746,26746,26746,26746,26746,26746,26746,26746,26746,26746,26645,26645,26645,26645,26744,26744,26739,26890,26890,26805,26640,191256,26949,26949,26949,26949,108518,108518,1439,108530,1436,1522,79777,157265,157265,157265,157265,157265,157265,157265,157112,116460,107426"
772,"157177,56740,156280,56742,102153,102157,152675,7000,7000,7000,7000,1563,140716,106907,106907,106907,106903,106903,106903,106903,140715,100097,100097,191975,118,106,99,107215,121823,121823,121823,121823,107216,91,125626,103154,127,25711,25715,25719,100135,100138,100138,100138,100138,100138,100151,100151,100151,108883,108883,1367,10356,1364,1509,600,600,600,600,600,600,600,595,7610,7610,7610,156129,7487,1103,991,190143,190145,982,150246,150246,150246,108491,771,156202,156199,156199,156199,156199,731,731,718,621,161174,161174,161174,106703,99085,99085,99085,99085"
773,"159378,1298,1297,86,10291,89,122454,4151,4151,4151,4151,4151,4151,43,43,54757,4144,102513,102513,102513,77,100094,100094,7365,1288,1288,1288,25685,1271,1275,60347,159430,10695,10695,10695,10690,10690,10691,5716,5716"
774,"12433,153980,170705,12589,7810,7821,7821,6802,161175,161172,108719,153226,21443,108683,108683,108683,108683,108683,108683"
775,"34762,34762,8474,796,796,134382,134382,134382,134382,154049,154048,154048,175439,6833,6836,6836,6873,6828,6828,6828,6828,6828,6828,6828,6826,1197,1196,193260,116576,116576,125639,25674,25244,25244,141,141,141,141,141,142,147,147,1086,1086,1088,12449,12449,12449,12449,12449,12449,12449,12449,12449,12449,12449,1095,734,734,734,734,39167,39167,39167,39167,39167,39167,39167,39179,39179,39193,190269,190269,39169,99062,99062,99062,152249,152249,39214,39220,12410,171687,12412,12415,12415,12415,12415"
776,"130582,8826,8846,792,795,128621,128621,128621,128621,4201,4201,796,796,796,796,796,796,796,796,796,796,796,796,796,796,798,798,798,798,8021,6867,6867,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6868,6868,154046,154046,154046,134159,134159,134383,7272,7272,7272,7272,7272,7272,7272,174436,180970,167,167,8554,8554"
777,"4143,4143,112602,112602,112602,112602,79,108881,108881,108881,108881,109215,10618,10618,10618,108885,188386,108386,108386,1323,4156,107447"
778,"8504,8504,8504,5047,153398,5118,5120,5193,803,801,801,24266,148310,99457,9182,55835,9186,134394,134395,8602,8753,8753,130482,153782,130475,9137,9137,9137,9137,9137,9137,9137,9137"
779,"1292,1292,1319,108411,105994,1294,49,108834,108836,108836,177914,45,102,102,102,108821,100,10289,10285,10290,10299,105993,12954,4076,1474,1484,162527,162527,162527,162527,162527,6402,6402,6402,1005,1005,1005,1007,1007,1007,1009,1009,1009,1009,1009,10438,10438,10438,10438,10438,10438,10438,10438,10438,10438,10438,10438,10438,10438"
780,"153302,153302,153302,599,599,599,893,189194,189194,189194,1125,1125,155730,190994,190995,1505,1507,1507,10430,10430,10451,106374,6509,1137,1137,1137,1137,1137,1137,1142,1142,1142"
781,"69,72,25719,25719,159250,159370,159370,1474,1474,162527,1144,1144,1144,1144,1144,110450,110452,110452,110452"
782,"7594,7594,7594,7594,7594,7594,7594,7594,7594,7594,7594,7594,78716,78716,5724,1267,1267,10730,102135,102136,7511,1252,1254,1254,100108,1256,1256,1338,100102,5865,7490,5862,1259,7578,5997,11170,153280,5767,22662,5642,5708,7534,7534,7534,7534,7534,159485"
783,"159248,110454,110454,110454,110454,110451,110451,110452,110452,110452,110452,110452,6402,1004,140424,140424,7350,1502,1502,1502,110394,194151,194151,194151,194151,194151,1208,6871,6871,6871,6834,6834,7250,7250,6831,6868,6868,6868,6868,6868,154046,134159,134382,134382,134382"
784,"130583,130583,105085,7233,8846,791,791,791,791,791,791,106438,865,865,865,865,866,8237,106090,7312,7312,4178,7867,7860"
785,"156091,7323,7323,7323,100096,140716,1573,1573,1573,6992,14949,6523,6520,56741,56741,56741,56741,56741,56741,56741,56741,56741,56741,56741,56741"
786,"156091,156091,156091,156091,1462,100091,1556,123472,123472,123472,123472,1452,1451,1445,1445,1445,1445,1445,191191,109920"
787,"157177,56740,156281,56742,102155,102157,102157,102157,102157,102157,102157,7000,6991,140716,1567,106903,106903,106903,100097,191975,117,107215,121823,121823,121823,121823,121823,121823,107216,91,107220,107220,107220,107220,122570,122570,122570"
788,"1221,79626,33033,33033,33033,33033,79524,79498,79460,24269,79493,79573,158947,27589,183733,22439,183729,79592,6808,6779,51493,39563,155302,5200,5203,5203,5203"
789,"4146,4146,4146,4146,4146,1281,1281,1281,1281,1281,1281,1281,1281,1287,1287,132756,1283,1283,1283,1283,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,119682,10622,10622,10622,10622,10622,10622,10622,10622,1512,1512,1512,1512,10622,10622,10622,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,10621,10621,119676,119683,10658,10641,10641,27120,27120,5113,5113,5113,4147,4147,4147,1275,1275,1275,1275,1275,1275,1278,1278,1278,1278,1278,1278,1278,1278,100109,100109,100109,100109,100109"
790,"102349,106427,7487,7487,1103,34145,980,6481,150246,771,771,156202,156199,156199,156199,731,718,621,161174,161174,106702,21458,21462,99084,623,623,5356,21540,99082,99082,157530,157530,157530,157526,155952,163541,163541,163541,163541"
791,"10506,10506,10462,10458,10461,10460,10465,10552,10552,10552,10552,1014,6505,6474,6474,34145,980,980,190145,983,987,987,6484,6484,159262,159262,159262,159262,6492,39203,734,734,39217,39179,39179,39179,39193,39193,39193,39193,39193,39193,25370,155191,99889,5804,99944,185478,5798,5788,7425,5635,11215,5632,5845"
792,"6787,6787,6787,6787,51493,51493,51493,51493,51506,51487,51487,51487,102164,51482,51485,51485,5285,156295,156292,156292,156298,1491,168058,156284,156311,156311,156311,156311,156311,114,104,109,109,109,107,107,107,106,106,106"
793,"6464,6464,6464,6447,6457,6466,6455,6451,6451,6451,152650,152650,152650,152650,136581,100185,183530,34144,101725,980,6481,985,987,987,987,6484,6484,6484,159262,6492,39203,734,734,734,734,734,734,734,39217,190857,190857,190855,190855,190855,190267,190271,99889,5804,99944,185478,5798,7429,22662,5635,11215,5632,5638,5845,5837,5837,25568,25568,25568,12647"
794,"107456,107456,107456,107456,132780,132780,107454,107454,1313,10594,1534,177914,177914,177914,177914,45,45,45,102,108821,108821,108821,108821,108821,100,10285,10290,10295,105993,4076,4076,1474,162526,140424,140424,140424,140424,7350,1502,1502,1502,1502,1502,159372,110395,110395,193260,116576,116576,116576,125639,25674,25244,141,141,141,141,141,141,143,2,37894,156199,156199,156199,737,737,726,726,726,99088,133449,133449,4345,136476,136476,136476,1938,1925,4083,3867,3867,99158,99158,99158,3926,3870,3918,3918,3918,593,593,593,593,593"
795,"154057,154057,154057,10520,152673,152673,152673,152673,122706,122706,122706,117104,1006,1006,1006,1006,1006,1141,1141,1141,159378,1298,1298,1297"
796,"183952,125624,141731,141731,141731,141731,1534,45,45,45,102,100,10289,10285,10295,105993,12954,1474,1484,162526,140424,7350,1503,7402,8715,8705,8705,7099,7106,6430,6430,6426,7349,163330,163330,163330,163330,163330"
797,"112604,112604,112603,112607,112607,112607,60,52,52,54,54,54,75,75,155722,1466,60834,67,67,67,67,69,69,72,25719,159250,1302,1296,1474,1484,162526,140424,6397,1502,1502,159371,1202,138,125634,125634,125634,6781,133,10435,34129,18,6774,34177,6890,7062,7062,181216,181216,181216"
798,"140423,121879,121881,121881,121881,71,71,71,71,73,155993,183394,183394,183394,10298,89,122454,4151,42,42,42,177915,108835,108835,125625,125625,183951,1433,136565,136565,136565,1327"
799,"646,646,646,5660,5660,12649,12352,12653,25557,25567,5883,11207,5702,5702,5702,5709,605,153281,5819,7586,7571,5860,1257,100104,1255,100107,165037,1249,1249,1249,106550,10729,5723,5718,5718,5714,5714,5714,5714,5714,5714,5714,5714,5714,5714,5714,7446,106127,106127,25636,5717,5724,1267,10730,10730,102136,176429,1252,1254,1254,1254,7430,185499,185499,185499,10846,5865,5851,1259,7578,1262,11170,5675,22662,5710,5710,5710,5710,5641,7530,1028,183734,1030,5835,12650,5661,646,646"
800,"5053,5053,5053,5053,5053,5053,5053,5171,1385,125631,135,135,136,1204,1204,1205,194265,194265,33182,33182,33182,33182,33182,33182,33182,33182,33182,33181,6398,6398"
801,"22625,84324,84328,84328,84337,84343,84349,84349,131620,131620,84307,14710,155451,14923,14923,1827,1821,106579,106577,106576,167837,7704,7704,130393,7707,7707,765,760,760,760,760,760"
802,"134157,8021,8021,8021,8021,8021,6862,6867,6867,6867,6867,6867,6865,6865,175439,175439,175439,6839,6855,6855,6855,6855,6855,6855,6855,6855,6855,6825,6825,6855,6855,6855,6855,6824,106431,106430,6415,6419,6737,6737,6737,5127,140438,22308,6857,5256,1001,1001,1001,6694,6694,6694,1133,1133,1133,13344,128,143419,153677,153677,153677,123,103154,103154,126,10283,90,90,90,90,90,107217,110377,185761,4149,1534,1534,44,43,4143,112602,108881,108881,108881,108881,1290,1290,1292,1292,1292"
803,"125624,125624,107218,107218,141731,141731,141731,141731,1534,1534,1534,1534,45,45,102,100,10289,10285,10301,165854,87,159250,10590,1154,10403,10403"
804,"156294,156294,5286,5286,5286,5286,5286,5286,5286"
805,"7792,7792,7792,159466,51552,6807,6807,183685,156201,5993,147,147,1093,22367,156372,27927,27927,27927,27927,27927,27927,27927,27927,27927,27927,1084,1339,1339,1339,1344,1342,1342,1342,1342"
806,"125624,125624,125624,125624,107218,107218,141731,141731,1533,185760,110379,110379,110379,107216,91,107219,107219,127,25712,25712,183392,10295,105993,12954,4076,4076,4076,1474,1473,1473,1476"
807,"107456,132780,132780,107454,107454,1313,1313,1313,1534,1534,1534,1534,1534,1534,1534,43,4144,102513,102513,77,100094,7365,7365,1288,1280,1280,1280,1280,25685,1271,1275,100111,60345,60345,6229,6229,6229,159430,159430,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10691,5714,7446,5719,5713,7451,7451,7451,36628,36632,175421,6492,39203,39203,734,734,39167,39167,39167,39191,39179,39179,39169,99062,99062,99062,99062,99062,39199,152249,152249,39194,39194,39210,155407,155407,155407,155407,155407,7820,7621,7618,7618,7618,7615,108757,5348,89394,36521,36523,698,700,693,693,693"
808,"10729,1268,10688,5718,5716,10690,10690,159431,6228,6228,6228,100112,1274,1270,1270,1270,1270,1270,1279,1282,85,10535,76,76,76,76,76,76,76,76,76,76,76,66,66,66,66,66,66,83,83,83,112388,112388,112388,112388,112388,112388,112388,108843,108842,108842,108842,1292,1292,1319,108411,108456,105994,1294,134152,108833,108833,125625,157116,157265,108961,108961,108961,108961,108961,108961,108961,108961,108961,108961,108961,108961,108958,116459"
809,"1221,159387,99305,139874,876,821,1220,159393,1225,1225,1225,66304,79559,79559,79539,79532,1231,24190,32125,32120,7076,7085,7085,7083,7083,24195,165877,165877"
810,"1509,1509,1509,600,600,189193,189194,189194,189194,1125,34170,155730,1505,1507,10430,10430,1135,10453,10442,6509,6509,6509,6509,1137,1137,140435,1144,1129,1129,1131,1131,1131,13340,13340,13340,156301,5296,1496,191175,125628,5238,5239,5229,5229,5229"
811,"152251,152251,152251,152251,152246,175413,12222,39216,39212,39208,39164,39217,39217,39217,39215,39162,39162,39162,39162,39162,39162,190859,190859,190862,190830,633,633,633,121407,183814,190874,191122,191122,116786,116786,37864,6227,6227,1099,1099,1101,1101,1102,1102,1102,1102,1102,1102,1102,1102,127396,189930,189930,189930,1108,10430,1135,10453,10547,6509,1137,1137,31726,31723,31723,110451,1129,1131,1131,1131,1131,13340,13340,13340,156300,156300,156300,156300,156300,13336,1575,31730,31715,132,131,105035,105035,191977,1153,1150,156091,7323,100096,100096,100096,100096,100096,140714,100091,1556,1556,1449,1449,1449,1449,1449,1449,1449"
812,"1236,1236,1236,1237,158952,1240,136346,1243,1243,1243,7123,7123,7123,7123,156274,6994,159068,14924,14927,14927,14927,14927,14927,7000,7000,6992,14955,6520,56741,56741,83503,83503,83503"
813,"162528,162528,162528,10454,10453,10442,6509,6509,1137,140435,1143,1004,1004,1004,1004,1004,140424,7350,1502,1502,159371,159371,1202,137,137,178,178,181,182,182,182,182,33683,33683,33683,33683,33683,166766,1413,1414,116478,147174,191956,191956,191956,191956,191956,191956,191956,191956,191956,191956,9970,9972,20076,20069,20052,20052,20052,20052,20424,20421,20239,110131,110131,110131,20241"
814,"5267,5267,5267,5267,5267,5267,5267,5267,5267,5267,5267,5267,5267,5267,5267,5267,998,999,1002,5253,6402,1005,1007,1009,6507,10460,10460,10460,10465,10466,10552,10552,10552,1014,6505,6474,6474,6474,34145,980,980,190145,983,37893,37893,987,987,987,987,987,36629,36629,36629,36629,191089,191089,191089,183813,7441,5727,78716,78716,78716,78716,10688,5716,10692,10692,10692,154947,154947,154947,154947,154947,154947,154947,154947,154947,154947,10701,10701,10701,10701,10702,10702,10702,10702,10702,10702,10702,10702,10700,10700,10700,10700,10700,10700,10700,10702,10702,10702,10702,10702,10702,10702,10702,10702,10701,10701,10700,10700,10703,10703,10703,10703,154946,154946,154946,154946,154946,154946,10692,10692,154946,154946,10691,10691,10691,10691,10691,10691,10691,10691,10691,5714,7446,7447,5713,635,635,635,635,635,191122,191122,116786,37860,37864,6227,6227,6227,6227,1099,1099,1099,1101,1101,1101,1102,1102,1102,127396,34134,1108,10411,1135,10547,10442,6509,6509,1137,1142,140435,1144,110449,1129,1131,1132,13340"
815,"162526,140424,140424,7350,6397,1502,1502,110395,110395,110395,1196,193260,116576,116576,116576,125639,25673,6,116545,853,168345,136470,136470,136470,947,28123,125898,7221,7224,7225,7213,7174,7166,7166,7165,7165,163814,122173,122173,131252,119466,119465,119461,122161,122120,122120,122120,122163,122163,122163,122163,122092,122092,122092,119453,99229,122047,119442,119442,7164,7164,7167,7177,141733,152666,949,949,152665,152665,152665,159699,84454,173,854,25246,25680,156205,139,139,139,1191,125635,125635,1193,7091,6006,6428,6428,8712,8714,154092,1300,117104,117104,117104,117104,117104,1006,1006,1006,1006,1006,1006,1141,1141,183753,159378"
816,"1158,1158,1158,1158,1158,1158,8449,106443,5080,5078,5074,131673,131673,6446,6465,152649,6452,34140,34140,34140,121204,10482,10479,10479,10487,1013,1013,1013,1109,10530"
817,"183952,183952,107218,141731,141731,1534,1534,1534,43,4144,77,169421,7365,7365,7365,1288,1288,25685,25685,1271,1271,1278,1278,100111,100111,100111,100111,100111,100111,60345,6229,6229,159430,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10691,5717,5724,5724,1267,10730,10730,10730,102136,7511,7511,1254,7430,5864,5864,5868,5683,185464,176700,176700,185456,5804,185473,5693,5693,5693"
818,"6391,8883,8883,8883,140426,140426,140426,79807,79807,6407,6407,6401,6401,1502,1502,1502,1502,159373,110395,110395,193260,193260,116576,116576,116576,25674,25244,141,141,141,141,141,141,141,157,145,6519,110119,110120,7761,7762,7762,12455,7745,7751,7751,7751,7751,7751,7751,34277,39191,39179,39193,39193,39169,39169,99062,99062,99062,99062,99067,99067,152249,39194,39209,155409,155409,155409,155410,155410,155413,22369,641,36626,36626,36626,39189,153916,153916,5627,12218,12218,5744,25554,12649,12352,12653,25557,5846,5843,5840,5670,11225,11225,11225,11225"
819,"5825,176429,1265,1265,1265,1249,10729,1268,5718,10690,6228,132759,1277,1274,1281,1287,1287,1287,132756,1284,108881,1290,1292,1292,108411,108456,49,134152,134152,108833,141731,1533,110378,110378,110378,191969,1316,1459,152026,1461,1461,1461,140716,140716,1564,1564,6992,14949,6520,56740,56740,56740,56740,56740,56740"
820,"760,760,7318,7318,763,755,156229,156229,151972,106273,106273,106273,6749,7740,146906,146906,12420,12420,12420,12663,12663,12663,12663,12663,7626,7626,7626,7626,6747,6747,6747,183396,99065,117099,7200,7204,99944,185473,99886,5694,11693,5690,5689,5689,5689,5689,5689,12018,12018,12018"
821,"8554,8554,8554,8554,8554,9587,9587,800,803,99446,9208,5194,5121,8493,5050,8505,5052,102169,6045,5122,5124,6379,5127,5127,22308,5254,5257,5257,1002,1002,1002,5253,159248,110453,1146,1310,1310,6516,12950,12950,12950,123,120,120,103154,103154,103154,10283,122570,122570,93,93,93,93,90,90,107217,107217,185761,4149,1534,1534,1534,1534,1534,1534,1534,1534"
822,"112604,112604,112604,112603,60,52,54,75,1466,1466,60834,60834,67,67,67,72,25719,159250,10590,10588,34171"
823,"5265,6822,998,998,998,998,1002,1002,1002,1002,1002,1002,159249,6402,6402,1004,7350,7350,1502,1502,159372,110395,110395,193260,193260,193260,116576,116576,116576,125639,25674,25244,25244,141,141,141,141,141,157,147,1093,22368,148,149,149,149,137904,137887,137908,137876,27304,27304,27304"
824,"10882,10882,183980,10895,10849,5851,1259,1259,7585,7585,5997,1261,11162,7558,7558,7550,25229,25229,25229,25229,25229,25229,25229,25229,25229,25229,25229,7556,7556,11146,5674,190596,190593,11149,5449,906,11149,11149,11149,190571,190582,10935,153924,153924,651,651,651,649,648,657,116860,106097,5101,5104,5104,5104,106550,10729,10729,10729,1268,5718,5718,5716,5716,10690,10690,159429,159429"
825,"36632,36632,36632,36632,175421,13241,19060,19060,19060,6487,25670,25670,34132,895,1099,190142,1101,1102,1102,1105,1105,1105,1105,127396,1108,10411,1135,10547,6509,6509,6509,1138,1138,1138,1008,1008,1008,1008"
826,"39574,39574,39574,39574,39574,39574,39574,39574,39574,78944,78944,78944,3198,112760,112752,112752,78975,177472,962,26,156003,22372,22372,22372,7036,7036,7036,7036,19,19,19,99299,99299,99299,99299,99299,1382,125631,125631,135,135,136,125637,1203,1203,1203,1203,194151,194151,6826,6826,6826,6872,6875"
827,"141731,141731,1533,1533,1533,1533,4148,4148,4148,4148,4148,4148,4148,4148"
828,"39,39,54757,54757,54757,4144,102513,102513,102513,77,169421,7365,7365,7365,1288,1288,1280,1280,1271,1271,1275,1275,1275,100110,1352,1350,10684,1348,150,150,150,150,150871,150871,156011,156011,156011,156011,37891,37896,37896,37896,4,37902,156199,156199,156199,737,737,726,99088,99088,133449,4345,133443,136476,136476,1938,1925,4083,3867,3867,99158,99158,99158,3925,3869,3870,3918,3918,593,593,593,593,593,593,99809,99809,99809,99809,99809,99809,168217,168217,22964,99807,4272,127910,4268,168217,22966,22955,125897,125897,148746,12785,12781,12826,148741,148743,148743,148743,122199,122199,12823,12823,12823,12820,99172,99172,102311,102311,3971,3967,3954,3944,115985,115985,3961,3961,3961,103834,103834,103839,103839,104034,104041,97693,192986,192986,97692,97591,97690,97690,3977,3977,3977,8022,4932,4932,4932,131642,22716"
829,"159130,159130,159130,21613,21613,133388,97845,97845,97842,108605,108605,97839,21606,161030,161030,161030,22303,729,729,709,709,621,708,161174,106703,106703,106703,106703,99085,153316,110143,7810,101623,101623,7823,7789,106365,106365,106365,6806,146906,146906,12420,12663,12663,7626,7626,7626,7626,7626,7626,7626,175413,12222,39216,39216,39216,39212,39212,39212,39208,39208,39208,176390,39197,39197,39197,39197,1073,1078,1078,1078,1078,27927,1084,1084"
830,"6804,6804,6750,164227,12554,12552,12556,7734,12517,7729,106555,108488,108488"
831,"190563,190563,190563,190563,190563,190563,41,41,41,41,183742,4144,4144,77,77,100094,7365,7365,7365,1288,25683,100126,183385,176395,176395,176395,176395,133196,133196,133196,893,153300,595,7610,7610,106425,106425,102349"
832,"183952,183952,125624,141731,141731,141731,1534,1534,1534,1534,45,45,45,102,102,102,100,100,10285,165856,12954,1474,1484,162526,140424,7350,7350,6397,1502,1502,159372,159372,110394,194151,194151,194151,194151,1206,8862,8866,4204,147686,8558,158526,105085,8826,8846,792,795,4201,4201,4201,796,796,796,796"
833,"157177,157177,157177,56740,56740,156280,157181,157179,15007,7005,5034,5034,5034,978,970,962,156003,23,22372,22372,7036,7036,19,19,99299,99299,99299,99299,1382,1382,125631,125631,125631,135,136,136,125638,125638,125638,125638,125638,193260,116576,116576,116576,125639,25674,25245,25679,25704,25704,6816,6819,7111,7111,7111,7111,7111,7111,7356,157033,6451,6451,6437,6437,152650,100185,183530,34144,101725,980,6480,895,895,1100,10564,102344,102342,106424,106424,106424,106424,106424"
834,"183952,183952,125624,107218,141731,141731,141731,141731,141731,1534,1534,44,43,4144,4144,4144,4144,4144,4144"
835,"79594,79594,79594,79594,79594,79594,79594,79594,79594,79594,79594,79594,79594,79594,79594,79594,79594,6808,6808,6808,6808,6808,6808,6772,6772,6772,6772,6808,6813,79602,183728,22440,22443,27588,99300,7059,6884,6720,34179,6882,6882,22,183280,178520,190086,190086,190086,7007,7007,190086"
836,"39574,39574,39574,39574,39574,78944,78944,78944,3196,3200,112752,3192,902,902,902,91178,91178,91178,91178,91178,91178,91178,91178,91178,91178,99929,99929,99929,682,684,684,1328,1328,136566,181234,181234,181234,181234,125622,183952"
837,"892,892,892,892,892,25672,25672,10538,5116,10539,1468,155721,155721,74,74,55,55,63,63,56,58,58,58,58,58,58,58,102512,102512,108881,108881,108881"
838,"5825,1265,1265,7512,7512,7512,106550,10729,5723,5718,10690,10694,6228,60344,100112,100112,100112,1277,1274,1274,1270,1279,1279,1279,1279,1279,1279,1282,10535,54,54,54,54,54,75,155723,60830,60834,67,67,69,37,10293,155991,155991,155991,10283,10283,122570,122570,122570,122570,93,90,107217,185761,185761,185761,4149,4149,1534,1534,1534,1534,39,102513,102513,77,100094,7365,1288,1288,1288,1280,25685,1271,1278,60345,10695,10695,5715,5717,5724,1267,10730,10730"
839,"5825,176429,7512,1249,1249,1249,1249,106550,106550,10729,1268,5723,10688,5716,5716,10690,10690,10694,6228,6228,6228,60344,1277,1277,1277,1274,25684,1281,1281,1281,1281,1287,1287,7366,7366,7366,132756,1284,1284,78,102512,108881,1290,1290,1292,108411,105994,1294,49,108833,107212,107212"
840,"125624,125624,125624,141731,141731,4149,4149,1534,1534,1534,1534,45,102,102,102,102,102,102,100,10285,10290,10290,10295,105993,12954,4076,4076,1474,1484,12413,171686,140424,7350,6397,1502,1502,159372,159373,110394,194151,194151,194151,1206,6840,156126,8866,4204,147689,147683,158526,105085,7233,7233,8823,8823,8829,798,8021,8021,8021,128621,128621,128621,128621,128621,128621,128621,128621,128621,128621,128621,4201,798,8021,8021,8021"
841,"1215,1215,1215,22447,887,887,887,887,887,8926,148310,99457,9182,107448,176235,128601,128601,128601,128601,165,7236,7236,7236,7236,7236,7240,7240,8474,8474,8176,9605,9605,183376,128602,128602,106438,106438,106438,8238,8235,8235,8235,8235,8238,867,868,843,128611,116549,116539,4277,116869,116869,109544,128599,22773,160926,160926,848,850,850,850,852,852,4970,4970,11836,720,160778,160778,7322,723,723,723,723,723,723,723,711,708,161174,161174,106702,106702,21458,99084,99084,623,623,5356,108757,5344,101619,36521,36523,36523,163837,163837,163837"
842,"10931,10931,10931,190584,25224,10902,10902,10902,10899,1257,10847,100104,100104,1255,100107,165037,1249,106550,10729,5723,5723,5723,5718,10690,10690,132759,132759,132759,132759,132759,60344,1277,1274,1279,1279,1279,1279,1279,1279,1279,85,10535,54,54,75,75,75,155722,155722,155722,1466,60834,67,67,67,69,72,100134,159250,1302,1302,1302,1302,1302,1302,1302"
843,"191044,191044,60343,60343,60343,60343,60343,60343,60348,125617,125617,125617,108827,108827,108827,108827,125615,125615,125615,125615,125615,125615,60345,60345,6229,159430,159430,159430,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10691,5717,5717,5717,5724,5724,1267,10730,10730,10730,10730,10730,10730,10730,102136,1252,1254,7430,7430,1256,1338,1338,1338,5864,5864,5867,153268,100120,100131,5769,105434,190282,185474,117103,100172,12237,12240"
844,"112604,112604,112604,112604,112602,79,79,108881,108881,108881,108881,1290,1290,1292,1319,108411,108456,108456,1294,1294,49,49,108833,108833,107212,1324,157116,157266,1524,1532,154957,154957,1438,108529,1440,191188,191192,191192,191192,191192,1443,1536,1536,1535,100092,100092,100092,100092,191975,115,99,107215,121823,121823,121823,121823,121823,107214,96,96,100,100,10288,10288,89,89,89,122453,25257,22131,33,33,33,33,33,54752,97951,97951,97950,108842,108842,82289,184108,112604,97958,102513,102513,102513,1285,7365,7365,7365,1288,1288,1280,25685,1271,1275,1275,1275,1275,1275,1275,1275,1275,1275,1278,1278,1278,1278,1278,1278,100111,100111,100111,60347,60347,60347,60347,60347,6229,159430,159430,159430,159430,10695,10695,10695,10695,10695,10695,10695,10695,10695,5714,5714,7447,5713,7451,7451,7451,7451,7451,36628,36632,36632,175421,6492,6492,6492,39203,39203,734,734,734,39164,39191,39179,39179,39179,190269,39169,99062,99062,99062,99067,152252,152252,12231,12231,12231,12231,12234,12234,12241,12241,12238,12238,100173,100173,100173,100173,100173,100173,100173,12237,12237,12237,12237,12237,12237,175303,175300,105436,5795,5795,5795,5795,185478,100160,100160,100160,100160,100160,100160,100160,11695,11695,11695,5693,185480,185482,185455,185455,185455,185455,185455,185455,185455,185455,154003,190264,190264,190264,190264,190264,175484,190271,155191,99889,5804,5804,5804,5804,99943,99943,185459,12313,12313,12313,12313,12313,12313"
845,"25711,25711,25711,25711,25711,25711,25711,25711,25711,25711,25711,25711,25711,25718,25718,155990,25716,122,122,122,122,122,12951,6515,110452"
846,"1292,1292,1292,108411,108411,108456,105994,1294,1294,51,47,47,47,47,54759,54759,54759,54759,54759,105994,1294,49,49,134152,108832,45,102,102,108821,100,10285,10290,165856,12954,4076,4076,1474,1484,162527,140424,7350,7350,1502,1502,1502,159371,159371,1202,137,137,137,178,181,182,182,182,182,33684,33682,183,183,4330,122739,122739,132089,4290,4290,6782,6782,6782,6782,1909,1911,1911,1913,3867,4078,99158,99158,3925,3926,3870,3918,3918,593,593,593,593,593,593,593,36510,36510,36510,36510,36510,36510,36510,36510,36510,168217,168217,22964,99808"
847,"112604,112604,80,102513,102513,1285,169421,7365,1280,25685,1275,1275,1275,1275,1278,1278,1278,1278,1278,1278,100111,100111,100111,100111,60347,60347,132760,132760,60345,6229,6229,159430,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10691,10691,10691,10691,10691,7446,5719,5713,7449,7481,7481,7481,7481,7481"
848,"100,100,10285,10290,10295,105993,12954,4076,4076,1484,162526,140424,140424,7350,7350,1502,1502,159371,159371,1202,137,137,178,178,181,182,182,182,182,33683,33683,33683,33683,33683,166766,166766,1413,1414,116479,116479,116479,116479,9954,9954,30373,30373,25815,9957,31093,31091,9958,9962,31080,31080,31019,31019,9964,9964,9964,9964,9969,98382,98377,19951,19990,19995,19995,19995,19995,19995"
849,"24686,32008,24601,32025,24551,24555,24557,24557,24557,24557,1976,1976,1976,125644,125644,125644,137759,137759,137759,137759,137759,137759,137759,137759,137759,137759,137759,193,33681,192,192,192,191,191,191,191,191,191,191,191,188,190,190,190,180,136,125637,1204,1204,1205,194265,194265,194265,194265,194265,194265,194265,33182,33182,154094,154094,154094,1300,1300,1300,117104,117104,117104,117104,117104,1006,1141,159378,159378,1298,1298,1297,86,10291,89,122454,122454,122454,43,54757,54757,54757"
850,"5097,153388,153388,153388,5104,5104,106549,106549,106549,106552,102140,1058,1085,1080,1075,148,148,670,149,149,149,137903,137913,137882,137893,137832,137819,137817,137817,137817,137817,137817,137817"
851,"183952,125624,141731,141731,141731,1534,1534,1534,43,4144,102513,77,100094,7365,7365,7365,1288,1288,25685,1271,1275,1275,1275,1278,1278,1278,100111,100111,100111,60346,182,182,100123,60345,60345,60345,159430,159430,159430,10695,10695,10695,10695,10695,10695,10695,10695,10695,10691,10691,10691,10691,5715,5715,5715,5717,5724,1267,10730,10730,10730,102136,102136,102136,102136"
